session_id,user_id,session_start,session_end,total_actions,total_views,total_purchases,total_add_to_cart,unique_products,duration_seconds,conversion_rate,is_abandoned_cart,is_high_activity
sess_3066,1041,2026-04-06 05:12:12.186925,2026-04-06 05:12:12.186925,1,1,0,0,1,0.0,0.0,False,False
sess_3067,630,2025-08-30 10:23:45.214026,2025-08-30 10:23:45.214026,1,1,0,0,1,0.0,0.0,False,False
sess_3068,185,2025-09-14 17:15:33.249957,2026-04-29 08:34:26.216529,3,2,0,1,3,19581532.966572,0.0,True,False
sess_3070,330,2025-11-09 03:27:36.238931,2025-12-24 11:28:44.209185,3,0,2,1,3,3916867.970254,0.0,False,False
sess_3071,827,2026-05-19 07:25:38.253968,2026-05-19 07:25:38.253968,1,1,0,0,1,0.0,0.0,False,False
sess_3072,370,2026-02-02 00:47:24.212022,2026-03-01 05:36:47.219548,3,1,1,1,3,2350163.007526,1.0,False,False
sess_3073,387,2026-03-26 12:02:33.216529,2026-03-26 12:02:33.216529,1,1,0,0,1,0.0,0.0,False,False
sess_3074,1007,2025-07-27 23:28:15.216529,2026-02-01 20:45:50.214026,2,2,0,0,2,16319854.997497,0.0,False,False
sess_3075,714,2025-08-08 06:38:56.214026,2026-06-09 23:00:41.214026,2,2,0,0,2,26410905.0,0.0,False,False
sess_3077,616,2025-08-18 09:21:31.228610,2026-02-25 20:32:31.216529,4,0,1,3,4,16542659.987919,0.0,False,False
sess_3078,706,2025-08-06 14:18:24.242937,2025-08-26 12:12:02.203543,2,2,0,0,2,1720417.960606,0.0,False,False
sess_3079,1053,2025-07-15 04:10:23.235934,2025-12-05 14:06:20.186925,4,1,1,2,4,12390956.950991,1.0,False,False
sess_308,694,2025-08-05 05:32:49.186925,2026-02-19 10:56:44.219548,4,0,3,1,4,17126635.032623,0.0,False,False
sess_3081,769,2026-02-18 17:12:22.224321,2026-05-18 03:08:06.228610,2,2,0,0,2,7638944.004289,0.0,False,False
sess_3082,560,2025-10-20 19:02:44.214026,2026-04-30 01:04:59.219548,3,1,2,0,3,16524135.005522,2.0,False,False
sess_3083,479,2025-11-05 10:13:24.212022,2025-11-05 10:13:24.212022,1,0,1,0,1,0.0,0.0,False,False
sess_3084,1055,2025-08-31 05:14:18.183414,2026-06-04 17:30:18.186925,4,1,1,2,4,23976960.003511,1.0,False,False
sess_3085,1089,2025-11-26 02:27:43.216529,2026-02-05 22:58:06.249957,2,2,0,0,2,6208223.033428,0.0,False,False
sess_3086,83,2025-11-28 13:40:20.222317,2026-06-07 18:15:25.224321,3,1,0,2,3,16518905.002004,0.0,True,False
sess_3087,31,2025-11-30 19:27:12.212022,2026-04-22 17:19:15.203543,3,0,2,1,3,12347522.991521,0.0,False,False
sess_3088,231,2025-06-19 02:14:17.214026,2025-06-19 02:14:17.214026,1,1,0,0,1,0.0,0.0,False,False
sess_3089,276,2025-10-21 06:38:48.186925,2026-04-16 20:40:22.226324,2,0,2,0,2,15343294.039399,0.0,False,False
sess_309,1100,2025-06-27 07:27:52.178635,2025-10-16 11:20:54.219548,3,2,0,1,3,9604382.040913,0.0,True,False
sess_3090,584,2026-05-14 04:59:45.240934,2026-05-14 04:59:45.240934,1,0,0,1,1,0.0,0.0,True,False
sess_3091,92,2025-08-15 13:02:30.185418,2026-02-04 03:59:17.249957,2,0,2,0,2,14914607.064539,0.0,False,False
sess_3092,1066,2025-06-15 14:21:42.249957,2026-05-05 23:30:42.249957,5,0,4,1,5,28026540.0,0.0,False,False
sess_3093,463,2025-06-11 23:37:35.186925,2026-05-16 15:29:39.186925,2,1,1,0,2,29260324.0,1.0,False,False
sess_3094,366,2025-07-18 03:56:31.186925,2026-04-03 06:15:09.186925,3,1,0,2,3,22385918.0,0.0,True,False
sess_3095,481,2025-09-17 22:42:09.251960,2026-01-28 22:34:33.212022,2,2,0,0,2,11490743.960062,0.0,False,False
sess_3096,579,2025-10-18 19:32:07.186925,2026-01-04 01:04:51.222317,2,1,0,1,2,6672764.035392,0.0,True,False
sess_3097,751,2025-06-28 08:38:51.186925,2025-12-30 15:18:29.240934,3,0,2,1,3,16007978.054009,0.0,False,False
sess_3098,906,2026-02-26 11:36:44.224321,2026-06-02 06:22:48.235934,2,2,0,0,2,8275564.011613,0.0,False,False
sess_3099,530,2026-05-14 10:02:22.247953,2026-05-14 10:02:22.247953,1,0,0,1,1,0.0,0.0,True,False
sess_31,467,2025-09-19 19:39:19.181409,2026-02-25 11:54:47.240934,3,1,1,1,3,13709728.059525,1.0,False,False
sess_310,428,2025-07-17 03:57:52.186925,2025-09-23 12:27:19.216529,2,1,1,0,2,5905767.029604,1.0,False,False
sess_3100,214,2026-02-06 12:45:24.219548,2026-02-06 12:45:24.219548,1,1,0,0,1,0.0,0.0,False,False
sess_3103,20,2026-05-23 00:16:19.228610,2026-05-23 00:16:19.228610,1,0,1,0,1,0.0,0.0,False,False
sess_3104,333,2026-01-17 01:43:17.238931,2026-01-17 01:43:17.238931,1,0,1,0,1,0.0,0.0,False,False
sess_3105,131,2026-05-26 06:39:54.228610,2026-05-26 06:39:54.228610,1,0,0,1,1,0.0,0.0,True,False
sess_3106,1057,2025-09-20 18:09:07.238931,2026-05-28 04:58:42.186925,3,0,1,2,3,21552574.947994,0.0,False,False
sess_3107,198,2025-11-06 05:42:47.238931,2026-02-08 05:09:30.247953,2,2,0,0,2,8119603.009022,0.0,False,False
sess_3108,789,2025-11-12 21:40:18.183414,2026-01-11 14:16:59.186925,2,0,1,1,2,5157401.003511,0.0,False,False
sess_3109,678,2025-06-15 11:30:27.249957,2026-05-18 00:07:39.228610,4,1,2,1,4,29075831.978653,2.0,False,False
sess_311,499,2026-03-04 18:21:12.251960,2026-03-04 18:21:12.251960,1,0,0,1,1,0.0,0.0,True,False
sess_3110,390,2025-08-24 19:49:34.222317,2026-05-23 13:39:44.222317,2,0,1,1,2,23478610.0,0.0,False,False
sess_3112,113,2025-12-04 04:56:34.235934,2026-05-13 18:31:22.218542,2,1,1,0,2,13872887.982608,1.0,False,False
sess_3113,138,2026-01-09 22:42:27.219548,2026-01-09 22:42:27.219548,1,1,0,0,1,0.0,0.0,False,False
sess_3114,776,2025-08-17 23:07:56.243940,2025-10-21 00:05:34.216529,2,0,1,1,2,5533057.972589,0.0,False,False
sess_3115,64,2025-11-26 05:38:36.185418,2026-06-09 19:50:09.183414,3,1,1,1,3,16899092.997996,1.0,False,False
sess_3116,890,2025-12-09 22:54:28.216529,2025-12-09 22:54:28.216529,1,1,0,0,1,0.0,0.0,False,False
sess_3117,951,2025-12-05 07:21:33.212022,2025-12-05 07:21:33.212022,1,0,1,0,1,0.0,0.0,False,False
sess_3118,989,2025-06-20 04:27:16.216529,2026-03-13 13:42:16.197951,2,0,0,2,2,23015699.981422,0.0,True,False
sess_3119,24,2025-06-22 09:33:21.214026,2025-06-22 09:33:21.214026,1,0,1,0,1,0.0,0.0,False,False
sess_312,206,2025-09-21 00:19:02.240934,2025-11-08 05:29:35.247953,2,0,1,1,2,4165833.007019,0.0,False,False
sess_3120,887,2025-07-02 06:40:52.183414,2026-05-07 19:28:41.214026,2,0,1,1,2,26743669.030612,0.0,False,False
sess_3121,533,2025-06-24 13:36:32.181409,2026-06-10 08:17:38.224321,3,2,0,1,3,30307266.042912,0.0,True,False
sess_3122,184,2026-01-01 21:39:19.228610,2026-01-01 21:39:19.228610,1,0,1,0,1,0.0,0.0,False,False
sess_3123,1060,2025-11-30 15:19:32.247953,2025-11-30 15:19:32.247953,1,0,0,1,1,0.0,0.0,True,False
sess_3124,786,2026-01-02 05:18:55.186925,2026-01-02 05:18:55.186925,1,0,0,1,1,0.0,0.0,True,False
sess_3125,443,2025-07-20 02:09:06.183414,2025-11-03 03:15:25.186925,3,0,2,1,3,9162379.003511,0.0,False,False
sess_3126,414,2025-10-26 23:16:40.219548,2026-04-20 17:08:02.186925,2,0,2,0,2,15184281.967377,0.0,False,False
sess_3127,255,2025-06-12 19:54:51.218542,2026-04-22 13:34:15.207677,2,1,0,1,2,27106763.989135,0.0,True,False
sess_3128,401,2025-09-22 02:23:03.178635,2025-09-22 02:23:03.178635,1,0,0,1,1,0.0,0.0,True,False
sess_3129,622,2025-06-13 04:49:16.181409,2026-04-29 03:21:07.185418,3,1,1,1,3,27642711.004009,1.0,False,False
sess_313,407,2025-10-14 03:32:11.247953,2025-10-14 03:32:11.247953,1,1,0,0,1,0.0,0.0,False,False
sess_3130,771,2025-10-14 17:06:52.186925,2025-10-14 17:06:52.186925,1,1,0,0,1,0.0,0.0,False,False
sess_3131,321,2025-06-18 04:30:28.253968,2026-01-04 08:09:09.237113,3,1,2,0,3,17293120.983145,2.0,False,False
sess_3132,373,2025-10-26 15:28:10.199974,2026-02-21 00:05:02.226324,3,1,1,1,3,10139812.02635,1.0,False,False
sess_3133,1018,2025-07-09 09:34:27.186925,2026-03-09 16:01:46.186925,3,2,0,1,3,21018439.0,0.0,True,False
sess_3134,747,2025-12-16 16:23:25.242937,2026-04-24 20:18:32.186925,2,1,0,1,2,11159706.943988,0.0,True,False
sess_3135,556,2026-04-09 15:08:54.228610,2026-04-09 15:08:54.228610,1,1,0,0,1,0.0,0.0,False,False
sess_3136,1004,2025-07-07 10:09:39.240934,2026-04-12 10:12:07.186925,2,0,1,1,2,24105747.945991,0.0,False,False
sess_3137,314,2025-06-18 02:53:41.247953,2025-10-30 06:24:57.219548,2,1,0,1,2,11590275.971595,0.0,True,False
sess_3138,323,2026-04-14 00:01:33.228610,2026-04-14 00:01:33.228610,1,1,0,0,1,0.0,0.0,False,False
sess_3139,439,2025-06-20 12:30:53.186925,2026-05-10 14:37:53.186925,3,1,0,2,3,28001220.0,0.0,True,False
sess_3140,52,2025-09-02 14:32:24.183414,2025-09-02 14:32:24.183414,1,0,1,0,1,0.0,0.0,False,False
sess_3141,243,2025-06-20 20:47:04.186925,2025-06-20 20:47:04.186925,1,0,1,0,1,0.0,0.0,False,False
sess_3143,562,2025-07-27 04:34:39.228610,2026-01-28 15:08:18.237113,4,1,2,1,4,16022019.008503,2.0,False,False
sess_3144,434,2025-06-19 17:23:14.216529,2025-10-28 17:50:52.186925,5,2,1,2,5,11320057.970396,0.5,False,False
sess_3145,936,2026-01-09 12:27:36.224321,2026-01-09 12:27:36.224321,1,0,1,0,1,0.0,0.0,False,False
sess_3146,976,2026-02-05 19:24:59.253968,2026-03-06 06:50:06.238931,2,1,1,0,2,2460306.984963,1.0,False,False
sess_3147,581,2025-11-30 15:46:47.228610,2025-12-23 14:29:08.185418,2,1,0,1,2,1982540.956808,0.0,True,False
sess_3148,924,2025-11-02 04:58:43.183414,2026-06-09 11:24:37.228610,5,2,2,1,5,18944754.045196,1.0,False,False
sess_3149,934,2025-12-04 09:40:24.186925,2026-05-11 19:13:45.247953,2,0,1,1,2,13685601.061028,0.0,False,False
sess_315,266,2026-03-09 09:04:53.226324,2026-03-09 09:04:53.226324,1,1,0,0,1,0.0,0.0,False,False
sess_3150,119,2025-11-06 23:39:44.224321,2026-03-11 21:52:14.245946,4,0,1,3,4,10793550.021625,0.0,False,False
sess_3151,145,2025-12-21 18:59:45.185418,2026-03-02 20:27:21.214026,3,0,2,1,3,6139656.028608,0.0,False,False
sess_3152,246,2025-10-13 21:37:40.228610,2026-04-18 00:06:37.216529,4,4,0,0,4,16079336.987919,0.0,False,False
sess_3153,815,2025-08-12 04:36:56.228610,2026-04-26 16:30:13.245946,3,2,0,1,3,22247597.017336,0.0,True,False
sess_3154,270,2025-08-13 08:35:56.235934,2026-04-29 02:12:12.186925,3,0,1,2,3,22354575.950991,0.0,False,False
sess_3155,459,2025-11-06 11:50:05.240934,2026-01-08 22:20:56.186925,2,1,1,0,2,5481050.945991,1.0,False,False
sess_3156,829,2025-10-11 04:07:18.186925,2026-02-28 08:29:03.249957,2,2,0,0,2,12111705.063032,0.0,False,False
sess_3157,634,2025-10-06 20:53:15.186925,2026-04-22 05:42:58.181409,2,0,2,0,2,17052582.994484,0.0,False,False
sess_3158,726,2025-11-06 03:05:40.186925,2025-11-06 03:05:40.186925,1,1,0,0,1,0.0,0.0,False,False
sess_3159,1044,2026-05-11 05:40:40.183414,2026-05-11 05:40:40.183414,1,1,0,0,1,0.0,0.0,False,False
sess_316,332,2025-10-12 18:23:48.212022,2025-12-30 14:50:42.183414,2,0,1,1,2,6812813.971392,0.0,False,False
sess_3160,471,2025-11-27 00:48:09.219548,2026-03-25 16:17:30.181409,4,0,3,1,4,10250960.961861,0.0,False,False
sess_3162,674,2026-02-09 11:44:04.238931,2026-02-28 18:10:49.186925,2,1,1,0,2,1664804.947994,1.0,False,False
sess_3164,301,2025-11-26 13:10:02.237113,2026-04-09 22:21:19.235934,3,0,1,2,3,11610676.998821,0.0,False,False
sess_3165,701,2025-12-19 04:49:27.249957,2026-01-17 20:34:03.183414,3,0,1,2,3,2562275.933457,0.0,False,False
sess_3166,697,2026-02-03 02:07:11.249957,2026-02-03 02:07:11.249957,1,0,0,1,1,0.0,0.0,True,False
sess_3167,364,2025-08-26 21:30:36.186925,2026-04-14 19:31:04.219548,4,1,3,0,4,19951228.032623,3.0,False,False
sess_3168,311,2025-08-06 07:10:17.249957,2026-04-05 05:07:44.216529,4,1,1,2,4,20901446.966572,1.0,False,False
sess_3169,162,2025-12-22 00:51:23.214026,2026-02-28 13:04:21.237113,4,1,2,1,4,5919178.023087,2.0,False,False
sess_317,102,2025-06-30 04:07:45.251960,2025-12-23 08:47:01.247953,3,0,2,1,3,15223155.995993,0.0,False,False
sess_3170,779,2025-06-13 05:52:20.209185,2025-08-09 20:49:00.212022,3,1,1,1,3,4978600.002837,1.0,False,False
sess_3171,812,2025-07-12 21:43:23.185418,2025-07-12 21:43:23.185418,1,0,0,1,1,0.0,0.0,True,False
sess_3172,622,2026-03-02 18:08:24.226324,2026-03-02 18:08:24.226324,1,0,0,1,1,0.0,0.0,True,False
sess_3174,467,2026-02-03 19:29:01.209185,2026-05-05 11:34:51.186925,2,1,0,1,2,7833949.97774,0.0,True,False
sess_3175,333,2026-03-14 10:37:14.235934,2026-04-12 14:05:41.186925,2,0,0,2,2,2518106.950991,0.0,True,False
sess_3176,502,2025-07-25 07:40:53.238931,2026-04-23 07:39:55.183414,2,0,1,1,2,23500741.944483,0.0,False,False
sess_318,343,2025-09-06 11:32:38.238931,2026-05-09 06:37:00.186925,3,1,0,2,3,21150261.947994,0.0,True,False
sess_3180,70,2025-08-25 11:57:08.228610,2025-12-24 21:33:37.183414,3,0,1,2,3,10488988.954804,0.0,False,False
sess_3181,578,2025-12-03 13:45:32.226324,2025-12-03 13:45:32.226324,1,0,1,0,1,0.0,0.0,False,False
sess_3182,356,2025-12-07 12:39:43.183414,2025-12-07 12:39:43.183414,1,0,1,0,1,0.0,0.0,False,False
sess_3183,446,2025-07-12 09:46:58.219548,2025-07-12 09:46:58.219548,1,0,1,0,1,0.0,0.0,False,False
sess_3185,800,2025-07-28 19:04:34.186925,2026-01-02 09:38:38.226324,4,0,3,1,4,13617244.039399,0.0,False,False
sess_3186,367,2026-02-21 07:52:35.237113,2026-02-21 07:52:35.237113,1,1,0,0,1,0.0,0.0,False,False
sess_3187,847,2025-09-28 21:25:24.224321,2026-05-21 12:24:29.228610,5,3,0,2,5,20271545.004289,0.0,True,False
sess_3188,952,2026-01-15 15:06:32.238931,2026-03-19 08:15:48.178635,2,1,1,0,2,5418555.939704,1.0,False,False
sess_3189,371,2025-08-15 22:28:08.197951,2026-03-03 11:49:40.214026,4,2,2,0,4,17241692.016075,1.0,False,False
sess_3190,411,2025-06-24 00:57:43.202536,2025-12-02 13:18:02.216529,3,3,0,0,3,13954819.013993,0.0,False,False
sess_3191,633,2025-12-05 16:38:58.240934,2025-12-05 16:38:58.240934,1,0,0,1,1,0.0,0.0,True,False
sess_3192,1087,2025-07-21 23:47:10.224321,2025-12-08 17:18:48.240934,3,0,2,1,3,12072698.016613,0.0,False,False
sess_3193,670,2025-09-16 12:05:30.251960,2026-01-30 19:03:00.242937,2,1,1,0,2,11775449.990977,1.0,False,False
sess_3194,935,2025-10-13 01:24:31.249957,2025-11-27 01:12:34.209185,3,0,2,1,3,3887282.959228,0.0,False,False
sess_3196,795,2025-08-14 12:32:56.186925,2026-04-29 08:23:40.222317,4,1,1,2,4,22276244.035392,1.0,False,False
sess_3197,59,2025-07-24 04:31:28.238931,2025-08-16 01:28:19.212022,3,0,2,1,3,1976210.973091,0.0,False,False
sess_3198,7,2025-07-14 17:30:35.197951,2026-04-12 22:05:04.219548,5,1,1,3,5,23517269.021597,1.0,False,False
sess_3199,481,2025-10-17 15:07:35.228610,2025-12-03 07:36:53.245946,3,2,1,0,3,4033758.017336,0.5,False,False
sess_320,369,2026-02-22 07:47:38.185418,2026-02-22 07:47:38.185418,1,0,0,1,1,0.0,0.0,True,False
sess_3200,165,2025-06-16 18:17:55.216529,2026-04-07 08:27:56.226324,3,1,1,1,3,25452601.009795,1.0,False,False
sess_3201,548,2025-08-29 05:33:15.238931,2026-01-16 10:50:34.242937,2,1,0,1,2,12115039.004006,0.0,True,False
sess_3202,195,2025-07-11 20:23:51.186925,2025-10-12 06:12:24.228610,2,0,0,2,2,7984113.041685,0.0,True,False
sess_3203,782,2026-04-16 11:15:01.249957,2026-04-16 11:15:01.249957,1,1,0,0,1,0.0,0.0,False,False
sess_3204,471,2026-04-02 16:20:41.181409,2026-04-02 16:20:41.181409,1,0,0,1,1,0.0,0.0,True,False
sess_3205,467,2025-07-15 19:47:15.237113,2025-11-06 08:09:51.222317,3,2,0,1,3,9807755.985204,0.0,True,False
sess_3206,930,2025-07-04 10:13:21.181409,2026-05-18 02:45:05.186925,6,2,2,2,6,27448304.005516,1.0,False,False
sess_3209,908,2026-02-12 17:08:11.240934,2026-05-27 20:16:47.216529,3,1,1,1,3,8996915.975595,1.0,False,False
sess_321,588,2025-09-09 02:30:44.219548,2026-03-09 09:55:54.212022,5,2,2,1,5,15665109.992474,1.0,False,False
sess_3210,563,2025-07-17 16:41:34.247953,2025-10-06 13:42:28.249957,2,1,1,0,2,6987654.002004,1.0,False,False
sess_3212,1039,2026-04-14 00:09:28.249957,2026-04-14 00:09:28.249957,1,0,1,0,1,0.0,0.0,False,False
sess_3213,827,2025-08-17 06:33:27.212022,2026-05-17 17:11:16.238931,4,1,1,2,4,23625469.026909,1.0,False,False
sess_3214,80,2025-07-26 02:32:43.214026,2026-03-29 11:55:54.181409,3,1,2,0,3,21288190.967383,2.0,False,False
sess_3215,45,2025-06-30 23:10:19.226324,2026-05-29 23:03:01.207677,2,0,2,0,2,28770761.981353,0.0,False,False
sess_3216,34,2025-10-13 14:33:05.219548,2026-04-19 03:31:56.247953,3,1,1,1,3,16203531.028405,1.0,False,False
sess_3217,116,2025-09-10 19:57:37.186925,2025-09-10 19:57:37.186925,1,0,1,0,1,0.0,0.0,False,False
sess_3219,282,2025-08-05 05:52:11.228610,2026-05-26 13:12:02.222317,4,3,1,0,4,25427990.993707,0.3333333333333333,False,False
sess_322,644,2025-10-07 05:09:07.222317,2026-03-06 00:40:32.249957,3,1,1,1,3,12943885.02764,1.0,False,False
sess_3220,767,2026-01-05 19:54:07.214026,2026-03-16 11:56:52.216529,2,1,0,1,2,6019365.002503,0.0,True,False
sess_3222,169,2026-02-11 00:51:46.247953,2026-02-11 00:51:46.247953,1,1,0,0,1,0.0,0.0,False,False
sess_3223,192,2025-09-15 05:58:23.222317,2026-01-07 14:31:22.183414,3,1,1,1,3,9880378.961097,1.0,False,False
sess_3224,1052,2025-08-29 23:55:51.242937,2025-08-29 23:55:51.242937,1,1,0,0,1,0.0,0.0,False,False
sess_3225,1071,2025-11-21 05:51:14.181409,2025-11-21 05:51:14.181409,1,1,0,0,1,0.0,0.0,False,False
sess_3227,118,2025-08-12 20:15:42.185418,2025-12-09 02:44:01.183414,3,1,1,1,3,10218498.997996,1.0,False,False
sess_3228,296,2025-07-17 07:16:07.181409,2026-06-11 06:06:57.228610,3,1,1,1,3,28421450.047201,1.0,False,False
sess_3229,988,2025-08-27 19:35:08.178635,2026-03-28 09:25:15.186925,2,1,0,1,2,18366607.00829,0.0,True,False
sess_323,903,2025-07-08 00:14:35.181409,2026-06-08 04:22:42.228610,3,2,1,0,3,28958887.047201,0.5,False,False
sess_3230,6,2025-10-24 01:47:22.186925,2026-03-16 14:33:25.214026,2,0,0,2,2,12401163.027101,0.0,True,False
sess_3231,637,2026-01-26 23:58:02.224321,2026-01-26 23:58:02.224321,1,0,0,1,1,0.0,0.0,True,False
sess_3232,154,2025-08-12 22:54:54.183414,2026-06-10 12:09:46.186925,3,0,0,3,3,26054092.003511,0.0,True,False
sess_3233,596,2025-09-19 00:36:52.183414,2026-03-30 02:02:49.216529,4,1,2,1,4,16593957.033115,2.0,False,False
sess_3234,142,2025-07-04 06:35:58.222317,2025-09-21 15:45:22.186925,2,0,1,1,2,6858563.964608,0.0,False,False
sess_3236,482,2025-12-18 14:22:54.212022,2026-05-23 10:20:09.219548,2,1,0,1,2,13463835.007526,0.0,True,False
sess_3237,733,2026-04-18 18:12:29.238931,2026-04-18 18:12:29.238931,1,0,0,1,1,0.0,0.0,True,False
sess_3238,238,2025-08-19 07:23:54.247953,2026-02-19 22:32:12.186925,2,1,0,1,2,15952097.938972,0.0,True,False
sess_3239,957,2025-06-15 11:27:29.209185,2026-04-17 12:45:44.240934,7,2,2,3,7,26443095.031749,1.0,False,False
sess_324,108,2026-02-20 22:16:22.178635,2026-02-20 22:16:22.178635,1,0,1,0,1,0.0,0.0,False,False
sess_3240,810,2025-06-14 01:54:59.186925,2025-06-14 01:54:59.186925,1,0,1,0,1,0.0,0.0,False,False
sess_3241,553,2025-12-21 20:30:05.203543,2025-12-21 20:30:05.203543,1,1,0,0,1,0.0,0.0,False,False
sess_3242,519,2026-04-03 14:58:17.216529,2026-06-11 19:51:01.218542,2,0,0,2,2,5979164.002013,0.0,True,False
sess_3243,993,2025-08-06 23:36:27.181409,2025-11-28 23:22:13.228610,2,2,0,0,2,9848746.047201,0.0,False,False
sess_3244,1084,2026-02-08 07:43:27.212022,2026-05-21 05:27:06.186925,2,1,0,1,2,8804618.974903,0.0,True,False
sess_3245,411,2025-08-18 01:11:52.253968,2026-01-20 03:29:57.245946,2,0,1,1,2,13400284.991978,0.0,False,False
sess_3246,900,2025-08-07 12:06:21.242937,2026-04-18 18:30:45.181409,3,1,2,0,3,21968663.938472,2.0,False,False
sess_3247,3,2025-07-01 16:06:40.222317,2025-07-01 16:06:40.222317,1,1,0,0,1,0.0,0.0,False,False
sess_3248,785,2025-06-30 16:22:37.209185,2025-12-26 18:32:33.245946,3,0,1,2,3,15473396.036761,0.0,False,False
sess_325,763,2025-07-08 16:22:35.222317,2025-09-25 08:14:32.228610,2,1,1,0,2,6796317.006293,1.0,False,False
sess_3250,178,2025-07-08 19:46:14.228610,2025-12-17 13:22:45.178635,3,0,2,1,3,13973790.950025,0.0,False,False
sess_3251,459,2025-07-25 17:39:54.212022,2026-05-07 22:00:20.228610,3,0,1,2,3,24726026.016588,0.0,False,False
sess_3253,211,2025-09-11 19:31:26.243940,2025-09-11 19:31:26.243940,1,0,1,0,1,0.0,0.0,False,False
sess_3254,733,2025-07-02 20:39:24.197951,2025-07-02 20:39:24.197951,1,0,1,0,1,0.0,0.0,False,False
sess_3255,662,2025-09-25 21:50:42.237113,2025-12-31 08:48:17.186925,2,0,2,0,2,8333854.949812,0.0,False,False
sess_3256,148,2025-11-15 16:29:42.228610,2026-02-05 19:18:05.249957,2,0,2,0,2,7094903.021347,0.0,False,False
sess_3257,27,2025-07-05 20:59:17.181409,2026-04-24 16:48:35.245946,4,2,0,2,4,25300158.064537,0.0,True,False
sess_3258,428,2026-02-19 12:18:07.251960,2026-03-07 20:35:05.238931,2,0,1,1,2,1412217.986971,0.0,False,False
sess_3259,341,2025-09-27 19:27:24.209185,2026-02-28 05:21:51.186925,3,2,1,0,3,13254866.97774,0.5,False,False
sess_326,1099,2025-07-02 19:20:27.214026,2025-11-13 08:40:57.186925,3,1,0,2,3,11539229.972899,0.0,True,False
sess_3260,349,2025-08-07 01:43:45.228610,2025-08-23 11:33:19.181409,2,0,2,0,2,1417773.952799,0.0,False,False
sess_3261,470,2025-11-05 01:56:13.228610,2026-01-25 22:55:12.240934,3,2,0,1,3,7073939.012324,0.0,True,False
sess_3262,966,2026-05-11 16:34:19.228610,2026-06-06 07:25:25.247953,2,0,1,1,2,2213466.019343,0.0,False,False
sess_3263,1002,2026-01-01 08:23:09.186925,2026-05-16 12:00:04.237113,2,2,0,0,2,11677015.050188,0.0,False,False
sess_3264,29,2026-03-14 06:48:03.238931,2026-04-22 10:07:56.186925,2,0,1,1,2,3381592.947994,0.0,False,False
sess_3265,640,2025-12-09 10:31:12.216529,2026-06-04 16:15:15.195433,3,1,2,0,3,15313442.978904,2.0,False,False
sess_3266,75,2025-08-19 20:46:25.212022,2026-01-31 07:38:26.227826,2,0,0,2,2,14208721.015804,0.0,True,False
sess_3267,604,2026-04-26 19:21:08.209185,2026-04-26 19:21:08.209185,1,0,0,1,1,0.0,0.0,True,False
sess_327,406,2026-01-02 02:32:07.178635,2026-02-21 13:02:16.238931,2,0,0,2,2,4357809.060296,0.0,True,False
sess_3270,396,2025-11-28 05:35:50.238931,2026-04-14 07:34:59.249957,2,0,0,2,2,11843949.011026,0.0,True,False
sess_3271,659,2026-03-15 20:18:51.237113,2026-03-31 04:58:01.238931,2,2,0,0,2,1327150.001818,0.0,False,False
sess_3272,345,2025-06-19 02:11:30.183414,2026-02-10 15:54:28.207677,3,1,0,2,3,20439778.024263,0.0,True,False
sess_3273,1049,2025-06-11 03:14:15.197951,2025-10-29 13:08:07.214026,2,0,1,1,2,12131632.016075,0.0,False,False
sess_3274,627,2025-09-09 12:18:01.238931,2026-01-19 22:05:50.228610,5,2,1,2,5,11440068.989679,0.5,False,False
sess_3275,515,2025-07-02 19:59:01.228610,2026-03-29 08:31:35.214026,7,2,3,2,7,23286753.985416,1.5,False,False
sess_3276,917,2025-07-22 17:21:00.203543,2026-01-14 23:50:19.240934,2,1,1,0,2,15229759.037391,1.0,False,False
sess_3278,74,2025-11-07 20:16:15.237113,2026-01-23 22:10:09.186925,3,1,2,0,3,6659633.949812,2.0,False,False
sess_3279,906,2025-08-01 12:16:21.186925,2026-05-16 11:38:58.245946,5,3,1,1,5,24880957.059021,0.3333333333333333,False,False
sess_328,893,2025-09-04 22:36:52.186925,2025-12-17 20:43:46.186925,3,0,1,2,3,8978814.0,0.0,False,False
sess_3280,587,2025-07-26 16:26:09.228610,2026-05-31 22:56:47.199974,4,1,0,3,4,26721037.971364,0.0,True,False
sess_3281,1029,2025-06-30 11:18:59.203543,2026-05-04 19:33:59.238931,2,1,1,0,2,26640900.035388,1.0,False,False
sess_3282,482,2025-10-30 07:40:06.199974,2025-10-30 07:40:06.199974,1,0,1,0,1,0.0,0.0,False,False
sess_3283,612,2025-12-15 00:53:50.219548,2025-12-15 00:53:50.219548,1,1,0,0,1,0.0,0.0,False,False
sess_3284,956,2025-12-24 10:18:41.228610,2025-12-24 10:18:41.228610,1,0,1,0,1,0.0,0.0,False,False
sess_3285,402,2025-08-29 17:56:05.181409,2026-01-07 01:49:57.222317,3,1,1,1,3,11260432.040908,1.0,False,False
sess_3286,221,2025-09-28 00:57:58.195433,2025-09-28 00:57:58.195433,1,0,1,0,1,0.0,0.0,False,False
sess_3287,189,2025-10-26 16:46:28.247953,2026-05-23 17:43:28.199974,3,1,1,1,3,18061019.952021,1.0,False,False
sess_3288,384,2026-01-13 23:47:34.228610,2026-01-21 12:19:36.224321,2,1,1,0,2,649921.995711,1.0,False,False
